angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,label
102.77974692718216,-136.32225150276344,-153.99138979025273,-77.22025307281785,-137.59092368231543,-158.28991805393463,47.89031723833637,-53.309047173055156,-52.14596923635887,45.069719546014284,-55.625414373088425,-51.899396522312436,Downdog
86.97013343682366,-132.62828770630222,-149.1690256500532,-93.02986656317634,-129.7384339363678,-148.8568285018114,50.945448765526876,-53.89482958159195,-57.33338855987245,49.392105048243714,-54.25882821085449,-57.156210462582685,Downdog
158.01988823951783,-123.08328465333803,-134.94542298215393,-21.98011176048218,-123.49353590902724,-136.86215926371995,33.4145892026795,-59.017076319444385,-58.10641508094155,32.906401924887696,-61.207686912538996,-58.3708196471783,Downdog
150.15854814633147,-124.95622990647547,-141.0260402138554,-29.841451853668538,-126.2843252338971,-139.63024031686206,51.33946228974878,-59.41837419647233,-67.11835164326287,46.33630312699415,-61.56850318307098,-69.39843359335379,Downdog
78.29192111335604,-136.94389195270674,-148.39069579379532,-101.70807888664397,-132.92531577064332,-150.61832954788954,47.19679200912056,-53.72628286559426,-56.82311129185235,46.71642604913287,-53.536962074091676,-56.4653915154928,Downdog
162.8408736929125,-122.94424756269517,-111.94166767857514,-17.159126307087504,-117.30075178185987,-126.10632479100862,39.3781720788439,-53.383653419084816,-51.728373671422354,34.19285074259557,-57.69376228036734,-55.98581785976412,Downdog
-118.48873080732325,-42.1100515386237,-38.184995646912384,61.511269192676764,-43.354451449983316,-38.48085874417928,139.0211999173719,-127.19082615875767,-129.86377162007366,139.13535262229283,-128.64228413108754,-120.674291903638,Downdog
43.22810342904345,-140.35574784324936,-154.06426197242916,-136.77189657095656,-136.5327974426404,-150.51680798230166,38.25715032148355,-52.32140412051399,-49.468439104568155,39.61367585754332,-50.494408100021,-49.46855385913835,Downdog
63.2218709146407,-130.73807370076398,-144.40810950611097,-116.77812908535931,-131.95852979195112,-140.86192639676236,52.752100831132964,-55.36301222405641,-57.991147334239976,51.768169298969745,-56.24965564217562,-57.80105252017282,Downdog
81.15857784431128,-136.53432659373726,-151.112926107766,-98.84142215568872,-130.80295824953768,-147.84007084939026,45.527809579517765,-52.46684861076115,-54.89676977972783,42.70008793773293,-54.1086160823761,-53.233492149934754,Downdog
39.39335194241733,-132.16571053076666,-148.17073447044092,-140.60664805758267,-130.63903444906626,-147.02494966385382,47.36695652633395,-56.17299405253295,-59.76265426655825,49.3379456236328,-53.69231956285364,-59.83288124834731,Downdog
86.97013343682366,-132.62828770630222,-149.1690256500532,-93.02986656317634,-129.7384339363678,-148.8568285018114,50.945448765526876,-53.89482958159195,-57.33338855987245,49.392105048243714,-54.25882821085449,-57.156210462582685,Downdog
81.15857784431128,-136.53432659373726,-151.112926107766,-98.84142215568872,-130.80295824953768,-147.84007084939026,45.527809579517765,-52.46684861076115,-54.89676977972783,42.70008793773293,-54.1086160823761,-53.233492149934754,Downdog
78.56142287030711,-114.72318989564828,-143.6766515099176,-101.4385771296929,-119.39122290713928,-140.3815598874143,47.52839140265029,-62.62760823200036,-64.36144251912727,45.754995438549145,-65.78095306917874,-62.759839000343085,Downdog
150.15854814633147,-124.95622990647547,-141.0260402138554,-29.841451853668538,-126.2843252338971,-139.63024031686206,51.33946228974878,-59.41837419647233,-67.11835164326287,46.33630312699415,-61.56850318307098,-69.39843359335379,Downdog
62.905348882413875,-140.67692543330185,-150.4098984858503,-117.09465111758614,-137.87834891480102,-150.01715224268622,51.00502071686038,-56.44608055740388,-62.91843445063977,50.5325878008372,-57.1216402277557,-61.011696273185805,Downdog
136.31581413324233,-127.3403807565023,-141.0180328404578,-43.68418586675769,-133.48003174291134,-145.62635245011143,47.756099059756515,-56.80316160924825,-57.96872852728354,44.64890139500302,-60.357353597710436,-58.11706873439417,Downdog
-6.062103297087318,-133.67010893718492,-145.064160102199,173.9378967029127,-131.28005574195797,-143.5250144886138,38.333532414933345,-79.43694792315962,-34.79692436877607,38.86802425477549,-80.84192073199327,-35.01132696337944,Downdog
63.2218709146407,-130.73807370076398,-144.40810950611097,-116.77812908535931,-131.95852979195112,-140.86192639676236,52.752100831132964,-55.36301222405641,-57.991147334239976,51.768169298969745,-56.24965564217562,-57.80105252017282,Downdog
43.22810342904345,-140.35574784324936,-154.06426197242916,-136.77189657095656,-136.5327974426404,-150.51680798230166,38.25715032148355,-52.32140412051399,-49.468439104568155,39.61367585754332,-50.494408100021,-49.46855385913835,Downdog
-41.61510528206226,-116.17412153022613,-137.59144079436064,138.38489471793775,-128.02944782133514,-139.02148580689777,41.21176491963659,-57.24098186884394,-51.24426794486682,46.14646339505961,-56.03336787090535,-54.8574992156714,Downdog
50.09876111047693,-133.53785141080485,-144.79598871037393,-129.90123888952309,-137.5299315461389,-147.79258692149483,49.60933980171612,-45.30445599832128,-55.59020418430725,47.82993407324965,-46.86373888864517,-56.05849513008431,Downdog
66.1449456152777,-150.42605533539347,-158.1927936084268,-113.85505438472231,-146.21054649327004,-156.48942102369233,58.80396248993353,-54.478918680722074,-47.43900968321763,57.68229867826707,-53.15341862313838,-47.60310277944183,Downdog
39.39335194241733,-132.16571053076666,-148.17073447044092,-140.60664805758267,-130.63903444906626,-147.02494966385382,47.36695652633395,-56.17299405253295,-59.76265426655825,49.3379456236328,-53.69231956285364,-59.83288124834731,Downdog
80.6159917513272,-111.86123124162856,-159.8076412489402,-99.3840082486728,-109.14519432234465,-168.92206839526978,49.56060611960229,-53.61298446231569,-45.94637811626287,48.3110284546848,-54.75429136499774,-46.34429932861733,Downdog
165.68143843165473,-119.4626645501728,-128.25405296144658,-14.318561568345283,-114.82562769378718,-132.1137043591239,31.528265558939587,-62.305820856030316,-41.86483136940563,28.917136931000694,-61.20292944910547,-47.2426660022149,Downdog
